source,date_published,title,content,url,topic,sentiment
Space.com,2024-11-19,Trump to attend SpaceX Starship's 6th flight test today: reports,"President-elect Donald Trump may watch the sixth SpaceX Starship launch in person on Tuesday (Nov. 19), according to media reports.
The Federal Aviation Administration (FAA) issued ""temporary flight… [+2913 chars]",https://www.space.com/space-exploration/launches-spacecraft/trump-to-attend-spacex-starships-6th-flight-test-today-reports,PERS,Neutral
ABC News,2024-11-12,"Johnson, GOP leaders take victory lap and say they're ready for Day 1 under Trump","Speaker Mike Johnson and top House Republicans took a victory lap as they returned to Washington on Tuesday on the heels of last week's election, saying they are ready on Day 1 to work on President-e… [+3569 chars]",https://abcnews.go.com/Politics/johnson-gop-leaders-victory-lap-ready-day-1/story?id=115769946,PERS,Positive
Yahoo Entertainment,2024-11-18,Musk and Rival Trump Adviser’s Beef Escalates to ‘Massive Blow-Up’ at Mar-a-Lago,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6bae5a46-5eaa-499b-9e95-68e22a70be26,PERS,Negative
The New Republic,2024-11-22,It’s Official: Trump Gets Off Scot-Free Despite 34 Felony Convictions,"The woman, who was 17 years old at the time, testified that the second sexual encounter, which has not previously been reported, included another adult woman. She also testified to both sexual encoun… [+1526 chars]",https://newrepublic.com/post/188741/trump-last-criminal-indictment-falls-apart-sentencing-hush-money,PERS,Negative
Jalopnik,2024-11-02,"Tires That Rock, Elon Musk's Trump Crush And A Dodge Viper With 206,000 Miles On It In This Week's News Roundup","The Abu Dhabi-based investment firm CYVN Holdings has agreed to purchase 100 percent of McLarenAutomotive from its current owners, Mumtalakat Holding, reports Reuters. Mumtalakat Holding is the sover… [+308 chars]",https://jalopnik.com/tires-that-rock-elon-musks-trump-crush-and-a-dodge-vip-1851687590,PERS,Negative
Rolling Stone,2024-11-18,Oklahoma Superintendent Demands Students Watch Him Pray for Trump,"Donald Trump won the 2024 presidential election, but the idea that he has a broad “mandate” to do whatever he wants is pretty dubious given that as of Monday he didn’t even crack 50 percent of the po… [+3783 chars]",http://www.rollingstone.com/politics/politics-news/ryan-walters-demands-oklahoma-school-pray-trump-1235170916/,PERS,Negative
Cracked.com,2024-10-29,Tony Hinchcliffe Bombed at a Comedy Club While Workshopping His Trump Rally Material,"No one was expecting hacky roast jokes to become a focal point of this years presidential election, yet here we all are. 
Tony Hinchcliffes appearance at Sundays Trump rally was, as were all aware b… [+2678 chars]",https://www.cracked.com/article_44165_tony-hinchcliffe-bombed-at-a-comedy-club-while-workshopping-his-trump-rally-material.html,PERS,Negative
Democracy Now!,2024-11-22,Who Is Pam Bondi? Trump Loyalist Tapped for AG Dropped Probe into Trump University After His $25K Donation,"This is viewer supported news. Please do your part today.
Donate
Donald Trump has tapped a new loyalist to head the Department of Justice, former Florida Attorney General Pam Bondi, who served on h… [+847 chars]",https://www.democracynow.org/2024/11/22/pam_bondi_ag,PERS,Negative
Yahoo Entertainment,2024-11-11,Trump transition official warns Justice Dept staff against 'resistance',"By Sarah N. Lynch
WASHINGTON (Reuters) - An attorney helping President-elect Donald Trump assemble his new administration warned career employees at the U.S. Justice Department on Monday that they c… [+2097 chars]",https://www.yahoo.com/news/trump-transition-official-warns-justice-202238104.html,PERS,Negative
NPR,2024-10-31,It's not just D.C.: Satirical Trump statues are appearing in cities across the U.S.,"Divisive statues mocking former President Donald Trump arent just sprouting up in Washington, D.C
.: Similar structures have spread to other cities in recent days.
Last week, two bronze-colored sta… [+4212 chars]",https://www.npr.org/2024/10/31/nx-s1-5173569/trump-statues-portland-philadelphia-sexual-assault,PERS,Negative
ABC News,2024-11-20,WATCH: Trump joins Elon Musk in Texas for SpaceX Starship launch,"<ul><li>Trump's nominee for attorney general under fire
</li><li>Social media firestorm over free-range kids
</li><li>Former acting DHS secretary on what to expect from Trumps immigration agenda
<… [+4267 chars]",https://abcnews.go.com/WNT/video/trump-joins-elon-musk-texas-spacex-starship-launch-116030253,PERS,Neutral
Gizmodo.com,2024-11-20,"Morning Joe Disables Comments, Faces Online Outrage After Friendly Meeting With Trump","Joe Scarborough and Mika Brzezinski, the hosts of MSNBC’s Morning Joe, announced Monday morning that they’d visited Donald Trump at his Mar-a-Lago residence in Florida over the weekend. The visit was… [+4522 chars]",https://gizmodo.com/morning-joe-disables-comments-faces-online-outrage-after-friendly-meeting-with-trump-2000526642,PERS,Negative
The Atlantic,2024-11-08,The Cases Against Trump: A Guide,"The first former president to be convicted of a felony is now also the first convicted felon to be elected as president.
Donald Trump won reelection on November 5, paving the way for his return to t… [+12419 chars]",https://www.theatlantic.com/ideas/archive/2024/11/donald-trump-legal-cases-charges/675531/,PERS,Negative
Snopes.com,2024-11-22,Did Donald Trump Jr. Do Coke While Standing Next to President-Elect Trump?,"Claim:
A video shows Donald Trump Jr. using cocaine while standing next to his father, President-elect Donald Trump.
As U.S. President-elect Donald Trump watched Elon Musk's SpaceX Starship rocket … [+3252 chars]",https://www.snopes.com//fact-check/don-jr-coke-president-elect-trump/,PERS,Negative
Yahoo Entertainment,2024-11-24,Will Trump's former defense lawyer protect the Justice Department from Trump?,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_154d00d4-772e-439d-9016-428de20a8d0d,PERS,Negative
Pitchfork,2024-11-11,The White Stripes Drop Lawsuit Against Donald Trump,"The White Stripes have dropped their federal lawsuit against President-elect Donald J. Trump, his campaign, and his aide Margo Martin. Meg and Jack White are dismissing the case without prejudice, me… [+1466 chars]",https://pitchfork.com/news/the-white-stripes-drop-lawsuit-against-donald-trump/,PERS,Negative
